trackname,composer,milliseconds,bytes,unitprice,albumtitle,artistname,mediatypename,genrename,invoicedate,billingaddress,billingcity,billingstate,billingcountry,billingpostalcode,invoicetotal,customerfirstname,customerlastname,customeraddress,customercity,customerstate,customercountry,invoicelinequantity,invoicelineunitprice,Day,Month,Year
Get Up,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,160235,5264376,0.99,Green,R.E.M.,MPEG audio file,Alternative & Punk,2021-10-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,13.86,Alexandre,Rocha,"Av. Paulista, 2022",São Paulo,SP,Brazil,1,0.99,17,10,2021
Untitled,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,191503,6332426,0.99,Green,R.E.M.,MPEG audio file,Alternative & Punk,2021-10-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,13.86,Alexandre,Rocha,"Av. Paulista, 2022",São Paulo,SP,Brazil,1,0.99,17,10,2021
Be Mine,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,333087,10790541,0.99,New Adventures In Hi-Fi,R.E.M.,MPEG audio file,Rock,2021-10-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,13.86,Alexandre,Rocha,"Av. Paulista, 2022",São Paulo,SP,Brazil,1,0.99,17,10,2021
Carnival Of Sorts,R.E.M.,233482,7669658,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2021-10-25,319 N. Frances Street,Madison,WI,USA,53703,0.99,Victor,Stevens,319 N. Frances Street,Madison,WI,USA,1,0.99,25,10,2021
Radio Free Aurope,R.E.M.,245315,8163490,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2021-11-07,2211 W Berry Street,Fort Worth,TX,USA,76110,1.98,Richard,Cunningham,2211 W Berry Street,Fort Worth,TX,USA,1,0.99,7,11,2021
Perfect Circle,R.E.M.,208509,6898067,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2021-11-07,2211 W Berry Street,Fort Worth,TX,USA,76110,1.98,Richard,Cunningham,2211 W Berry Street,Fort Worth,TX,USA,1,0.99,7,11,2021
So Central Rain,R.E.M.,194768,6414550,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2021-11-07,302 S 700 E,Salt Lake City,UT,USA,84102,1.98,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,7,11,2021
Pretty Persuasion,R.E.M.,229929,7577754,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2021-11-07,302 S 700 E,Salt Lake City,UT,USA,84102,1.98,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,7,11,2021
Can't Get There From Here,R.E.M.,220630,7285936,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2021-11-08,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,3.96,Edward,Francis,230 Elgin Street,Ottawa,ON,Canada,1,0.99,8,11,2021
Fall On Me,R.E.M.,172016,5676811,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2021-11-08,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,3.96,Edward,Francis,230 Elgin Street,Ottawa,ON,Canada,1,0.99,8,11,2021
Cuyahoga,R.E.M.,260623,8591057,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2021-11-08,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,3.96,Edward,Francis,230 Elgin Street,Ottawa,ON,Canada,1,0.99,8,11,2021
The Finest Worksong,R.E.M.,229276,7574856,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2021-11-08,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,3.96,Edward,Francis,230 Elgin Street,Ottawa,ON,Canada,1,0.99,8,11,2021
Papeau Nuky Doe,Rodolfo,121652,3995022,0.99,Cesta Básica,Raimundos,MPEG audio file,Alternative & Punk,2021-11-09,Rua da Assunção 53,Lisbon,unknown,Portugal,0,5.94,João,Fernandes,Rua da Assunção 53,Lisbon,unknown,Portugal,1,0.99,9,11,2021
Esporrei Na Manivela,Rodolfo,293276,9618499,0.99,Cesta Básica,Raimundos,MPEG audio file,Alternative & Punk,2021-11-09,Rua da Assunção 53,Lisbon,unknown,Portugal,0,5.94,João,Fernandes,Rua da Assunção 53,Lisbon,unknown,Portugal,1,0.99,9,11,2021
Maluco Beleza,unknown,203206,6628067,0.99,Raul Seixas,Raul Seixas,MPEG audio file,Rock,2021-11-09,Rua da Assunção 53,Lisbon,unknown,Portugal,0,5.94,João,Fernandes,Rua da Assunção 53,Lisbon,unknown,Portugal,1,0.99,9,11,2021
As Profecias,unknown,232515,7657732,0.99,Raul Seixas,Raul Seixas,MPEG audio file,Rock,2021-11-09,Rua da Assunção 53,Lisbon,unknown,Portugal,0,5.94,João,Fernandes,Rua da Assunção 53,Lisbon,unknown,Portugal,1,0.99,9,11,2021
Que Luz É Essa,unknown,165067,5620058,0.99,Raul Seixas,Raul Seixas,MPEG audio file,Rock,2021-11-09,Rua da Assunção 53,Lisbon,unknown,Portugal,0,5.94,João,Fernandes,Rua da Assunção 53,Lisbon,unknown,Portugal,1,0.99,9,11,2021
Século XXI,unknown,244897,8040563,0.99,Raul Seixas,Raul Seixas,MPEG audio file,Rock,2021-11-09,Rua da Assunção 53,Lisbon,unknown,Portugal,0,5.94,João,Fernandes,Rua da Assunção 53,Lisbon,unknown,Portugal,1,0.99,9,11,2021
Suck My Kiss,Anthony Kiedis/Chad Smith/Flea/John Frusciante,217234,7129137,0.99,Blood Sugar Sex Magik,Red Hot Chili Peppers,MPEG audio file,Alternative & Punk,2021-11-12,"8, Rue Hanovre",Paris,unknown,France,75002,8.91,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,12,11,2021
Under The Bridge,Anthony Kiedis/Chad Smith/Flea/John Frusciante,264359,8682716,0.99,Blood Sugar Sex Magik,Red Hot Chili Peppers,MPEG audio file,Alternative & Punk,2021-11-12,"8, Rue Hanovre",Paris,unknown,France,75002,8.91,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,12,11,2021
They're Red Hot,Robert Johnson,71941,2382220,0.99,Blood Sugar Sex Magik,Red Hot Chili Peppers,MPEG audio file,Alternative & Punk,2021-11-12,"8, Rue Hanovre",Paris,unknown,France,75002,8.91,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,12,11,2021
The Zephyr Song,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",232960,7690312,0.99,By The Way,Red Hot Chili Peppers,MPEG audio file,Rock,2021-11-12,"8, Rue Hanovre",Paris,unknown,France,75002,8.91,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,12,11,2021
Tear,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",317413,10395500,0.99,By The Way,Red Hot Chili Peppers,MPEG audio file,Rock,2021-11-12,"8, Rue Hanovre",Paris,unknown,France,75002,8.91,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,12,11,2021
Parallel Universe,Red Hot Chili Peppers,270654,8958519,0.99,Californication,Red Hot Chili Peppers,MPEG audio file,Rock,2021-11-12,"8, Rue Hanovre",Paris,unknown,France,75002,8.91,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,12,11,2021
Porcelain,Anthony Kiedis/Chad Smith/Flea/John Frusciante,163787,5278793,0.99,Californication,Red Hot Chili Peppers,MPEG audio file,Rock,2021-11-12,"8, Rue Hanovre",Paris,unknown,France,75002,8.91,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,12,11,2021
Right On Time,Red Hot Chili Peppers,112613,3722219,0.99,Californication,Red Hot Chili Peppers,MPEG audio file,Rock,2021-11-12,"8, Rue Hanovre",Paris,unknown,France,75002,8.91,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,12,11,2021
Xanadu,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,667428,21753168,0.99,Retrospective I (1974-1980),Rush,MPEG audio file,Rock,2021-11-12,"8, Rue Hanovre",Paris,unknown,France,75002,8.91,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,12,11,2021
Finding My Way,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,305528,9985701,0.99,Retrospective I (1974-1980),Rush,MPEG audio file,Rock,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
Evil Ways,unknown,475402,15289235,0.99,Santana Live,Santana,MPEG audio file,Rock,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
It's Only Love,Jimmy and Vella Cameron,232594,7659017,0.99,Greatest Hits,Lenny Kravitz,MPEG audio file,Rock,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
So Beautiful,Mick Hucknall,298083,9837832,0.99,Greatest Hits,Lenny Kravitz,MPEG audio file,Rock,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
Maquinarama,Chico Amaral/Samuel Rosa,245629,8213710,0.99,Maquinarama,Skank,MPEG audio file,Rock,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
Garota Nacional,Samuel Rosa,317492,10511239,0.99,O Samba Poconé,Skank,MPEG audio file,Rock,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
Aeroplane Flies High,Billy Corgan,473391,15408329,0.99,Judas 0: B-Sides and Rarities,Smashing Pumpkins,MPEG audio file,Alternative & Punk,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
Saturnine,Billy Corgan,229877,7523502,0.99,Judas 0: B-Sides and Rarities,Smashing Pumpkins,MPEG audio file,Alternative & Punk,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
Cherub Rock,Billy Corgan,299389,9786739,0.99,Rotten Apples: Greatest Hits,Smashing Pumpkins,MPEG audio file,Alternative & Punk,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
Ava Adore,Billy Corgan,261433,8590412,0.99,Rotten Apples: Greatest Hits,Smashing Pumpkins,MPEG audio file,Alternative & Punk,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
Hands All Over,Chris Cornell/Kim Thayil,362475,11893108,0.99,A-Sides,Soundgarden,MPEG audio file,Rock,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
Pretty Noose,Chris Cornell,253570,8317931,0.99,A-Sides,Soundgarden,MPEG audio file,Rock,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
Starburst,Jeremy Wall,291500,9768399,0.99,Morning Dance,Spyro Gyra,MPEG audio file,Jazz,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
Leave My Girl Alone,B. Guy,256365,8438021,0.99,In Step,Stevie Ray Vaughan & Double Trouble,MPEG audio file,Blues,2021-11-17,Ordynacka 10,Warsaw,unknown,Poland,00-358,13.86,Stanisław,Wójcik,Ordynacka 10,Warsaw,unknown,Poland,1,0.99,17,11,2021
Plush,R. DeLeo/Weiland,314017,10229848,0.99,Core,Stone Temple Pilots,MPEG audio file,Rock,2021-11-25,Ullevålsveien 14,Oslo,unknown,Norway,0171,0.99,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,25,11,2021
Wet My Bed,R. DeLeo/Weiland,96914,3198627,0.99,Core,Stone Temple Pilots,MPEG audio file,Rock,2021-12-08,Klanova 9/506,Prague,unknown,Czech Republic,14700,1.98,František,Wichterlová,Klanova 9/506,Prague,unknown,Czech Republic,1,0.99,8,12,2021
Crackerman,Kretz/R. DeLeo/Weiland,194403,6317361,0.99,Core,Stone Temple Pilots,MPEG audio file,Rock,2021-12-08,Klanova 9/506,Prague,unknown,Czech Republic,14700,1.98,František,Wichterlová,Klanova 9/506,Prague,unknown,Czech Republic,1,0.99,8,12,2021
Soldier Side - Intro,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",63764,2056079,0.99,Mezmerize,System Of A Down,MPEG audio file,Metal,2021-12-08,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,unknown,Austria,1010,1.98,Astrid,Gruber,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,unknown,Austria,1,0.99,8,12,2021
Revenga,"Tankian, Serj",228127,7503805,0.99,Mezmerize,System Of A Down,MPEG audio file,Metal,2021-12-08,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,unknown,Austria,1010,1.98,Astrid,Gruber,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,unknown,Austria,1,0.99,8,12,2021
Radio/Video,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",249312,8224917,0.99,Mezmerize,System Of A Down,MPEG audio file,Metal,2021-12-09,Sønder Boulevard 51,Copenhagen,unknown,Denmark,1720,3.96,Kara,Nielsen,Sønder Boulevard 51,Copenhagen,unknown,Denmark,1,0.99,9,12,2021
Violent Pornography,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",211435,6985960,0.99,Mezmerize,System Of A Down,MPEG audio file,Metal,2021-12-09,Sønder Boulevard 51,Copenhagen,unknown,Denmark,1720,3.96,Kara,Nielsen,Sønder Boulevard 51,Copenhagen,unknown,Denmark,1,0.99,9,12,2021
Sad Statue,"Tankian, Serj",205897,6733449,0.99,Mezmerize,System Of A Down,MPEG audio file,Metal,2021-12-09,Sønder Boulevard 51,Copenhagen,unknown,Denmark,1720,3.96,Kara,Nielsen,Sønder Boulevard 51,Copenhagen,unknown,Denmark,1,0.99,9,12,2021
Lost in Hollywood,"Tankian, Serj",320783,10535158,0.99,Mezmerize,System Of A Down,MPEG audio file,Metal,2021-12-09,Sønder Boulevard 51,Copenhagen,unknown,Denmark,1720,3.96,Kara,Nielsen,Sønder Boulevard 51,Copenhagen,unknown,Denmark,1,0.99,9,12,2021
Black Light Syndrome,"Terry Bozzio, Steve Stevens, Tony Levin",526471,17300835,0.99,[1997] Black Light Syndrome,"Terry Bozzio, Tony Levin & Steve Stevens",MPEG audio file,Rock,2021-12-10,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,5.94,Fernanda,Ramos,Qe 7 Bloco G,Brasília,DF,Brazil,1,0.99,10,12,2021
Midnight From The Inside Out,Chris Robinson/Rich Robinson,286981,9442157,0.99,Live [Disc 1],The Black Crowes,MPEG audio file,Blues,2021-12-10,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,5.94,Fernanda,Ramos,Qe 7 Bloco G,Brasília,DF,Brazil,1,0.99,10,12,2021
Sometimes Salvation,Chris Robinson/Rich Robinson,389146,12749424,0.99,Live [Disc 1],The Black Crowes,MPEG audio file,Blues,2021-12-10,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,5.94,Fernanda,Ramos,Qe 7 Bloco G,Brasília,DF,Brazil,1,0.99,10,12,2021
Girl From A Pawnshop,Chris Robinson/Rich Robinson,404688,13250848,0.99,Live [Disc 1],The Black Crowes,MPEG audio file,Blues,2021-12-10,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,5.94,Fernanda,Ramos,Qe 7 Bloco G,Brasília,DF,Brazil,1,0.99,10,12,2021
Title Song,Chris Robinson/Rich Robinson,505521,16501316,0.99,Live [Disc 2],The Black Crowes,MPEG audio file,Blues,2021-12-10,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,5.94,Fernanda,Ramos,Qe 7 Bloco G,Brasília,DF,Brazil,1,0.99,10,12,2021
Soul Singing,Chris Robinson/Rich Robinson,233639,7672489,0.99,Live [Disc 2],The Black Crowes,MPEG audio file,Blues,2021-12-10,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,5.94,Fernanda,Ramos,Qe 7 Bloco G,Brasília,DF,Brazil,1,0.99,10,12,2021
Clash City Rockers,Joe Strummer/Mick Jones,227500,7555054,0.99,The Singles,The Clash,MPEG audio file,Alternative & Punk,2021-12-13,1 Infinite Loop,Cupertino,CA,USA,95014,8.91,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,13,12,2021
Train In Vain,Joe Strummer/Mick Jones,189675,6329877,0.99,The Singles,The Clash,MPEG audio file,Alternative & Punk,2021-12-13,1 Infinite Loop,Cupertino,CA,USA,95014,8.91,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,13,12,2021
Know Your Rights,The Clash,217678,7195726,0.99,The Singles,The Clash,MPEG audio file,Alternative & Punk,2021-12-13,1 Infinite Loop,Cupertino,CA,USA,95014,8.91,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,13,12,2021
Take The Power,Billy Duffy/Ian Astbury,235755,7650012,0.99,Beyond Good And Evil,The Cult,MPEG audio file,Rock,2021-12-13,1 Infinite Loop,Cupertino,CA,USA,95014,8.91,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,13,12,2021
Speed Of Light,Billy Duffy/Bob Rock/Ian Astbury,262817,8563352,0.99,Beyond Good And Evil,The Cult,MPEG audio file,Rock,2021-12-13,1 Infinite Loop,Cupertino,CA,USA,95014,8.91,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,13,12,2021
Spirit Walker,unknown,230060,7555897,0.99,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,MPEG audio file,Rock,2021-12-13,1 Infinite Loop,Cupertino,CA,USA,95014,8.91,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,13,12,2021
Edie (Ciao Baby),unknown,241632,7846177,0.99,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,MPEG audio file,Rock,2021-12-13,1 Infinite Loop,Cupertino,CA,USA,95014,8.91,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,13,12,2021
Sun King,unknown,368431,12010865,0.99,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,MPEG audio file,Rock,2021-12-13,1 Infinite Loop,Cupertino,CA,USA,95014,8.91,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,13,12,2021
Twentienth Century Fox,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",153913,5069211,0.99,The Doors,The Doors,MPEG audio file,Rock,2021-12-13,1 Infinite Loop,Cupertino,CA,USA,95014,8.91,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,13,12,2021
Can't Stand Losing You,G M Sumner,181159,5971983,0.99,The Police Greatest Hits,The Police,MPEG audio file,Rock,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
King Of Pain,G M Sumner,300512,9880303,0.99,The Police Greatest Hits,The Police,MPEG audio file,Rock,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
Get Off Of My Cloud,Jagger/Richards,176013,5719514,0.99,"Hot Rocks, 1964-1971 (Disc 1)",The Rolling Stones,MPEG audio file,Rock,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
Gimmie Shelters,Jagger/Richards,382119,12528764,0.99,No Security,The Rolling Stones,MPEG audio file,Rock,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
Thief In The Night,De Beauport/Jagger/Richards,337266,10952756,0.99,No Security,The Rolling Stones,MPEG audio file,Rock,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
Out Of Tears,Jagger/Richards,327418,10677236,0.99,Voodoo Lounge,The Rolling Stones,MPEG audio file,Rock,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
Walking Wounded,The Tea Party,277968,9184345,0.99,Tangents,The Tea Party,MPEG audio file,Alternative & Punk,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
Heaven Coming Down,The Tea Party,241867,7846459,0.99,Tangents,The Tea Party,MPEG audio file,Alternative & Punk,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
Gyroscope,The Tea Party,177711,5810323,0.99,Transmission,The Tea Party,MPEG audio file,Alternative & Punk,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
"Anyway, Anyhow, Anywhere","Pete Townshend, Roger Daltrey",161253,5234173,0.99,My Generation - The Very Best Of The Who,The Who,MPEG audio file,Rock,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
Pinball Wizard,John Entwistle/Pete Townshend,181890,6055580,0.99,My Generation - The Very Best Of The Who,The Who,MPEG audio file,Rock,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
You Better You Bet,Pete Townshend,338520,11160877,0.99,My Generation - The Very Best Of The Who,The Who,MPEG audio file,Rock,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
Música No Ar,Tim Maia,158511,5184891,0.99,Serie Sem Limite (Disc 1),Tim Maia,MPEG audio file,Latin,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
Você,unknown,242599,7911702,0.99,Serie Sem Limite (Disc 2),Tim Maia,MPEG audio file,Latin,2021-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,Julia,Barnett,302 S 700 E,Salt Lake City,UT,USA,1,0.99,18,12,2021
Go Back,Titãs,230504,7668899,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2021-12-26,"9, Place Louis Barthou",Bordeaux,unknown,France,33000,0.99,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,unknown,France,1,0.99,26,12,2021
Prá Dizer Adeus,Titãs,222484,7382048,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2022-01-08,"68, Rue Jouvence",Dijon,unknown,France,21000,1.98,Isabelle,Mercier,"68, Rue Jouvence",Dijon,unknown,France,1,0.99,8,1,2022
Família,Titãs,218331,7267458,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2022-01-08,"68, Rue Jouvence",Dijon,unknown,France,21000,1.98,Isabelle,Mercier,"68, Rue Jouvence",Dijon,unknown,France,1,0.99,8,1,2022
O Pulso,Titãs,199131,6566998,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2022-01-08,Erzsébet krt. 58.,Budapest,unknown,Hungary,H-1073,1.98,Ladislav,Kovács,Erzsébet krt. 58.,Budapest,unknown,Hungary,1,0.99,8,1,2022
Nem 5 Minutos Guardados,Titãs,245995,8143797,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2022-01-08,Erzsébet krt. 58.,Budapest,unknown,Hungary,H-1073,1.98,Ladislav,Kovács,Erzsébet krt. 58.,Budapest,unknown,Hungary,1,0.99,8,1,2022
Palavras,Titãs,158458,5285715,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2022-01-09,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,3.96,Lucas,Mancini,"Via Degli Scipioni, 43",Rome,RM,Italy,1,0.99,9,1,2022
A Melhor Forma,Titãs,191503,6349938,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2022-01-09,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,3.96,Lucas,Mancini,"Via Degli Scipioni, 43",Rome,RM,Italy,1,0.99,9,1,2022
32 Dentes,Titãs,184946,6157904,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2022-01-09,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,3.96,Lucas,Mancini,"Via Degli Scipioni, 43",Rome,RM,Italy,1,0.99,9,1,2022
Não Vou Lutar,Titãs,189988,6308613,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2022-01-09,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,3.96,Lucas,Mancini,"Via Degli Scipioni, 43",Rome,RM,Italy,1,0.99,9,1,2022
Querem Meu Sangue,Titãs,212401,7069773,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2022-01-10,Celsiusg. 9,Stockholm,unknown,Sweden,11230,6.94,Joakim,Johansson,Celsiusg. 9,Stockholm,unknown,Sweden,1,0.99,10,1,2022
Lugar Nenhum,Arnaldo Antunes/Charles Gavin/Marcelo Fromer/Sérgio Britto/Toni Bellotto,195840,6472780,0.99,Volume Dois,Titãs,MPEG audio file,Alternative & Punk,2022-01-10,Celsiusg. 9,Stockholm,unknown,Sweden,11230,6.94,Joakim,Johansson,Celsiusg. 9,Stockholm,unknown,Sweden,1,0.99,10,1,2022
Domingo,Sérgio Britto/Toni Bellotto,208613,6883180,0.99,Volume Dois,Titãs,MPEG audio file,Alternative & Punk,2022-01-10,Celsiusg. 9,Stockholm,unknown,Sweden,11230,6.94,Joakim,Johansson,Celsiusg. 9,Stockholm,unknown,Sweden,1,0.99,10,1,2022
Era Uma Vez,Arnaldo Anutnes/Branco Mello/Marcelo Fromer/Sergio Brotto/Toni Bellotto,224261,7453156,0.99,Volume Dois,Titãs,MPEG audio file,Alternative & Punk,2022-01-10,Celsiusg. 9,Stockholm,unknown,Sweden,11230,6.94,Joakim,Johansson,Celsiusg. 9,Stockholm,unknown,Sweden,1,0.99,10,1,2022
