"trackid","trackname","albumid","albumtitle","artistid","artistname","mediatypeid","mediatypename","genreid","genrename","composer","milliseconds","bytes","unitprice","invoiceid","customerid","customerfirstname","customerlastname","invoicedate","billingaddress","billingcity","billingstate","billingcountry","billingpostalcode","invoicetotal","invoicelinequantity","invoicelineunitprice"
225,"Sozinho (Caêdrum 'n' Bass)",22,"Sozinho Remix Ao Vivo",16,"Caetano Veloso",1,"MPEG audio file",7,"Latin",NULL,328071,10975007,"0.99",115,26,"Richard","Cunningham","2022-05-14 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","5.94",1,"0.99"
229,"Samba De Orly",23,"Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",NULL,162429,5431854,"0.99",115,26,"Richard","Cunningham","2022-05-14 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","5.94",1,"0.99"
233,"O Que Será (À Flor Da Terra)",23,"Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",NULL,167288,5574848,"0.99",115,26,"Richard","Cunningham","2022-05-14 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","5.94",1,"0.99"
237,"Minha Historia",23,"Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",NULL,182256,6029673,"0.99",115,26,"Richard","Cunningham","2022-05-14 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","5.94",1,"0.99"
241,"Geni E O Zepelim",23,"Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",NULL,317570,10342226,"0.99",115,26,"Richard","Cunningham","2022-05-14 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","5.94",1,"0.99"
245,"Construção / Deus Lhe Pague",23,"Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",NULL,383059,12675305,"0.99",115,26,"Richard","Cunningham","2022-05-14 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","5.94",1,"0.99"
251,"Um Passeio No Mundo Livre",24,"Afrociberdelia",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin","Chico Science",240091,7984291,"0.99",116,32,"Aaron","Mitchell","2022-05-17 00:00:00","696 Osborne Street","Winnipeg","MB","Canada","R3L 2B9","8.91",1,"0.99"
257,"Manguetown",24,"Afrociberdelia",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin","Chico Science",194560,6475159,"0.99",116,32,"Aaron","Mitchell","2022-05-17 00:00:00","696 Osborne Street","Winnipeg","MB","Canada","R3L 2B9","8.91",1,"0.99"
263,"Criança De Domingo",24,"Afrociberdelia",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin","Chico Science",208222,6984813,"0.99",116,32,"Aaron","Mitchell","2022-05-17 00:00:00","696 Osborne Street","Winnipeg","MB","Canada","R3L 2B9","8.91",1,"0.99"
269,"Banditismo Por Uma Questa",25,"Da Lama Ao Caos",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin",NULL,307095,10251097,"0.99",116,32,"Aaron","Mitchell","2022-05-17 00:00:00","696 Osborne Street","Winnipeg","MB","Canada","R3L 2B9","8.91",1,"0.99"
275,"Da Lama Ao Caos",25,"Da Lama Ao Caos",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin",NULL,251559,8378065,"0.99",116,32,"Aaron","Mitchell","2022-05-17 00:00:00","696 Osborne Street","Winnipeg","MB","Canada","R3L 2B9","8.91",1,"0.99"
281,"Computadores Fazem Arte",25,"Da Lama Ao Caos",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin",NULL,404323,13702771,"0.99",116,32,"Aaron","Mitchell","2022-05-17 00:00:00","696 Osborne Street","Winnipeg","MB","Canada","R3L 2B9","8.91",1,"0.99"
287,"Extra",26,"Acústico MTV [Live]",19,"Cidade Negra",1,"MPEG audio file",8,"Reggae","Gilberto Gil",304352,10078050,"0.99",116,32,"Aaron","Mitchell","2022-05-17 00:00:00","696 Osborne Street","Winnipeg","MB","Canada","R3L 2B9","8.91",1,"0.99"
293,"Onde Você Mora?",26,"Acústico MTV [Live]",19,"Cidade Negra",1,"MPEG audio file",8,"Reggae","Marisa Monte/Nando Reis",256026,8502588,"0.99",116,32,"Aaron","Mitchell","2022-05-17 00:00:00","696 Osborne Street","Winnipeg","MB","Canada","R3L 2B9","8.91",1,"0.99"
299,"Onde Você Mora?",27,"Cidade Negra - Hits",19,"Cidade Negra",1,"MPEG audio file",8,"Reggae","Marisa Monte/Nando Reis",298396,10056970,"0.99",116,32,"Aaron","Mitchell","2022-05-17 00:00:00","696 Osborne Street","Winnipeg","MB","Canada","R3L 2B9","8.91",1,"0.99"
308,"Na Frente Da TV",27,"Cidade Negra - Hits",19,"Cidade Negra",1,"MPEG audio file",8,"Reggae","Bino/Da Gama/Lazao/Ras Bernardo",289750,9633659,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
317,"Amor Demais",28,"Na Pista",20,"Cláudio Zoli",1,"MPEG audio file",7,"Latin",NULL,254040,8420093,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
326,"Tapa Aqui, Descobre Ali",29,"Axé Bahia 2001",21,"Various Artists",1,"MPEG audio file",9,"Pop","Paulo Levi/W. Rangel",188630,6327391,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
335,"My Love",29,"Axé Bahia 2001",21,"Various Artists",1,"MPEG audio file",9,"Pop","Jauperi/Zeu Góes",203493,6772813,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
344,"Travelling Riverside Blues",30,"BBC Sessions [Disc 1] [Live]",22,"Led Zeppelin",1,"MPEG audio file",1,"Rock","Jimmy Page/Robert Johnson/Robert Plant",312032,10232581,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
353,"Sam With The Showing Scalp Flat Top",31,"Bongo Fury",23,"Frank Zappa & Captain Beefheart",1,"MPEG audio file",1,"Rock","Don Van Vliet",171284,5572993,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
362,"Gavioes 2001",32,"Carnaval 2001",21,"Various Artists",1,"MPEG audio file",10,"Soundtrack",NULL,282723,9616640,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
371,"Morro Da Casa Verde 2001",32,"Carnaval 2001",21,"Various Artists",1,"MPEG audio file",10,"Soundtrack",NULL,284708,9718778,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
380,"Samba da Bençaco",33,"Chill: Brazil (Disc 1)",24,"Marcos Valle",1,"MPEG audio file",7,"Latin","Baden Powell/Vinicius de Moraes",282200,9440676,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
389,"Maria Fumaça",33,"Chill: Brazil (Disc 1)",24,"Marcos Valle",1,"MPEG audio file",7,"Latin","Luiz Carlos/Oberdan",141008,4743149,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
398,"Only A Dream In Rio",34,"Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin","Vários",371356,12192989,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
407,"Só Tinha De Ser Com Você",34,"Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin","Vários",389642,13085596,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
416,"Whiskey In The Jar",35,"Garage Inc. (Disc 1)",50,"Metallica",1,"MPEG audio file",3,"Metal","Traditional",305005,9943129,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
425,"It's A Hard Life",36,"Greatest Hits II",51,"Queen",1,"MPEG audio file",1,"Rock","Freddie Mercury",249417,8112242,"0.99",117,41,"Marc","Dubois","2022-05-22 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","13.86",1,"0.99"
439,"Sure Know Something",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Paul Stanley, Vincent Poncia",242468,7939886,"0.99",118,55,"Mark","Taylor","2022-05-30 00:00:00","421 Bourke Street","Sidney","NSW","Australia","2010","0.99",1,"0.99"
440,"Love Gun",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Paul Stanley",196257,6424915,"0.99",119,56,"Diego","Gutiérrez","2022-06-12 00:00:00","307 Macacha Güemes","Buenos Aires",NULL,"Argentina","1106","1.98",1,"0.99"
441,"Deuce",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Gene Simmons",185077,6097210,"0.99",119,56,"Diego","Gutiérrez","2022-06-12 00:00:00","307 Macacha Güemes","Buenos Aires",NULL,"Argentina","1106","1.98",1,"0.99"
443,"Shock Me",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Ace Frehley",227291,7529336,"0.99",120,58,"Manoj","Pareek","2022-06-12 00:00:00","12,Community Centre","Delhi",NULL,"India","110017","1.98",1,"0.99"
445,"She",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Gene Simmons, S. Coronel",248346,8229734,"0.99",120,58,"Manoj","Pareek","2022-06-12 00:00:00","12,Community Centre","Delhi",NULL,"India","110017","1.98",1,"0.99"
447,"Shout It Out Loud",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Paul Stanley, Gene Simmons, B. Ezrin",219742,7194424,"0.99",121,1,"Luís","Gonçalves","2022-06-13 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","3.96",1,"0.99"
449,"Calling Dr. Love",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Gene Simmons",225332,7395034,"0.99",121,1,"Luís","Gonçalves","2022-06-13 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","3.96",1,"0.99"
451,"Strutter",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Paul Stanley, Gene Simmons",192496,6317021,"0.99",121,1,"Luís","Gonçalves","2022-06-13 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","3.96",1,"0.99"
453,"Cold Gin",37,"Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock","Ace Frehley",262243,8609783,"0.99",121,1,"Luís","Gonçalves","2022-06-13 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","3.96",1,"0.99"
457,"De La Luz",38,"Heart of the Night",53,"Spyro Gyra",1,"MPEG audio file",2,"Jazz",NULL,315219,10518284,"0.99",122,5,"František","Wichterlová","2022-06-14 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","5.94",1,"0.99"
461,"Surrender",38,"Heart of the Night",53,"Spyro Gyra",1,"MPEG audio file",2,"Jazz",NULL,287634,9422926,"0.99",122,5,"František","Wichterlová","2022-06-14 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","5.94",1,"0.99"
465,"When Evening Falls",38,"Heart of the Night",53,"Spyro Gyra",1,"MPEG audio file",2,"Jazz",NULL,298135,9863942,"0.99",122,5,"František","Wichterlová","2022-06-14 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","5.94",1,"0.99"
469,"Poprocks And Coke",39,"International Superhits",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk","Billie Joe Armstrong -Words Green Day -Music",158354,5243078,"0.99",122,5,"František","Wichterlová","2022-06-14 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","5.94",1,"0.99"
473,"When I Come Around",39,"International Superhits",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk","Billie Joe Armstrong -Words Green Day -Music",178364,5839426,"0.99",122,5,"František","Wichterlová","2022-06-14 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","5.94",1,"0.99"
477,"Brain Stew",39,"International Superhits",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk","Billie Joe Armstrong -Words Green Day -Music",193149,6305550,"0.99",122,5,"František","Wichterlová","2022-06-14 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","5.94",1,"0.99"
483,"Redundant",39,"International Superhits",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk","Billie Joe Armstrong -Words Green Day -Music",198164,6481753,"0.99",123,11,"Alexandre","Rocha","2022-06-17 00:00:00","Av. Paulista, 2022","São Paulo","SP","Brazil","01310-200","8.91",1,"0.99"
489,"Into The Light",40,"Into The Light",55,"David Coverdale",1,"MPEG audio file",1,"Rock","David Coverdale",76303,2452653,"0.99",123,11,"Alexandre","Rocha","2022-06-17 00:00:00","Av. Paulista, 2022","São Paulo","SP","Brazil","01310-200","8.91",1,"0.99"
495,"Cry For Love",40,"Into The Light",55,"David Coverdale",1,"MPEG audio file",1,"Rock","Bossi/David Coverdale/Earl Slick",293015,9567075,"0.99",123,11,"Alexandre","Rocha","2022-06-17 00:00:00","Av. Paulista, 2022","São Paulo","SP","Brazil","01310-200","8.91",1,"0.99"
501,"Grito De Alerta",41,"Meus Momentos",56,"Gonzaguinha",1,"MPEG audio file",7,"Latin","Gonzaga Jr.",202213,6539422,"0.99",123,11,"Alexandre","Rocha","2022-06-17 00:00:00","Av. Paulista, 2022","São Paulo","SP","Brazil","01310-200","8.91",1,"0.99"
507,"Lindo Lago Do Amor",41,"Meus Momentos",56,"Gonzaguinha",1,"MPEG audio file",7,"Latin","Gonzaga Jr.",249678,8353191,"0.99",123,11,"Alexandre","Rocha","2022-06-17 00:00:00","Av. Paulista, 2022","São Paulo","SP","Brazil","01310-200","8.91",1,"0.99"
513,"Ponto De Interrogação",41,"Meus Momentos",56,"Gonzaguinha",1,"MPEG audio file",7,"Latin",NULL,180950,5946265,"0.99",123,11,"Alexandre","Rocha","2022-06-17 00:00:00","Av. Paulista, 2022","São Paulo","SP","Brazil","01310-200","8.91",1,"0.99"
519,"Voce Nao Entende Nada - Cotidiano",23,"Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",NULL,421982,13885612,"0.99",123,11,"Alexandre","Rocha","2022-06-17 00:00:00","Av. Paulista, 2022","São Paulo","SP","Brazil","01310-200","8.91",1,"0.99"
525,"O Leaozinho",23,"Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",NULL,184398,6098150,"0.99",123,11,"Alexandre","Rocha","2022-06-17 00:00:00","Av. Paulista, 2022","São Paulo","SP","Brazil","01310-200","8.91",1,"0.99"
531,"Top Top",42,"Minha História",57,"Os Mutantes",1,"MPEG audio file",4,"Alternative & Punk","Os Mutantes - Arnolpho Lima Filho",146938,4875374,"0.99",123,11,"Alexandre","Rocha","2022-06-17 00:00:00","Av. Paulista, 2022","São Paulo","SP","Brazil","01310-200","8.91",1,"0.99"
540,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",42,"Minha História",57,"Os Mutantes",1,"MPEG audio file",4,"Alternative & Punk","Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho",222955,7346254,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
549,"You Fool No One",43,"MK III The Final Concerts [Disc 1]",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Coverdale/Lord/Paice",804101,26369966,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
558,"Viradouro",45,"Sambas De Enredo 2001",21,"Various Artists",1,"MPEG audio file",7,"Latin","Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto",344320,11484362,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
567,"Tradição",45,"Sambas De Enredo 2001",21,"Various Artists",1,"MPEG audio file",7,"Latin","Adalto Magalha/Lourenco",269165,9114880,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
576,"Maria Maria",46,"Supernatural",59,"Santana",1,"MPEG audio file",1,"Rock","W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow",262635,8664601,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
585,"Entre E Ouça",47,"The Best of Ed Motta",37,"Ed Motta",1,"MPEG audio file",7,"Latin",NULL,286302,9391004,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
594,"Agora Que O Dia Acordou",47,"The Best of Ed Motta",37,"Ed Motta",1,"MPEG audio file",7,"Latin",NULL,323213,10572752,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
603,"Bye Bye Blackbird",48,"The Essential Miles Davis [Disc 1]",68,"Miles Davis",1,"MPEG audio file",2,"Jazz","Miles Davis",476003,15549224,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
612,"Nefertiti",49,"The Essential Miles Davis [Disc 2]",68,"Miles Davis",1,"MPEG audio file",2,"Jazz","Miles Davis",473495,15478450,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
621,"Going Down / Highway Star",50,"The Final Concerts (Disc 2)",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Gillan/Glover/Lord/Nix - Blackmore/Paice",913658,29846063,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
630,"Boogie Blues",51,"Up An' Atom",69,"Gene Krupa",1,"MPEG audio file",2,"Jazz",NULL,204199,6603153,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
639,"Don't Take Your Love From Me",51,"Up An' Atom",69,"Gene Krupa",1,"MPEG audio file",2,"Jazz",NULL,282331,9244238,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
648,"Onde Anda Você",52,"Vinícius De Moraes - Sem Limite",70,"Toquinho & Vinícius",1,"MPEG audio file",11,"Bossa Nova",NULL,168437,5550356,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
657,"Deixa",52,"Vinícius De Moraes - Sem Limite",70,"Toquinho & Vinícius",1,"MPEG audio file",11,"Bossa Nova",NULL,179826,5932799,"0.99",124,20,"Dan","Miller","2022-06-22 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","13.86",1,"0.99"
671,"As Rosas Não Falam (Beth Carvalho)",53,"Vozes do MPB",21,"Various Artists",1,"MPEG audio file",7,"Latin",NULL,116767,3836641,"0.99",125,34,"João","Fernandes","2022-06-30 00:00:00","Rua da Assunção 53","Lisbon",NULL,"Portugal",NULL,"0.99",1,"0.99"
672,"Wave (Os Cariocas)",53,"Vozes do MPB",21,"Various Artists",1,"MPEG audio file",7,"Latin",NULL,130063,4298006,"0.99",126,35,"Madalena","Sampaio","2022-07-13 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"1.98",1,"0.99"
673,"Garota de Ipanema (Dick Farney)",53,"Vozes do MPB",21,"Various Artists",1,"MPEG audio file",7,"Latin",NULL,174367,5767474,"0.99",126,35,"Madalena","Sampaio","2022-07-13 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"1.98",1,"0.99"
675,"Susie Q",54,"Chronicle, Vol. 1",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","Hawkins-Lewis-Broadwater",275565,9043825,"0.99",127,37,"Fynn","Zimmermann","2022-07-13 00:00:00","Berger Straße 10","Frankfurt",NULL,"Germany","60316","1.98",1,"0.99"
677,"Proud Mary",54,"Chronicle, Vol. 1",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J. C. Fogerty",189022,6229590,"0.99",127,37,"Fynn","Zimmermann","2022-07-13 00:00:00","Berger Straße 10","Frankfurt",NULL,"Germany","60316","1.98",1,"0.99"
679,"Lodi",54,"Chronicle, Vol. 1",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J. C. Fogerty",191451,6260214,"0.99",128,39,"Camille","Bernard","2022-07-14 00:00:00","4, Rue Milton","Paris",NULL,"France","75009","3.96",1,"0.99"
681,"Commotion",54,"Chronicle, Vol. 1",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J. C. Fogerty",162899,5354252,"0.99",128,39,"Camille","Bernard","2022-07-14 00:00:00","4, Rue Milton","Paris",NULL,"France","75009","3.96",1,"0.99"
683,"Fortunate Son",54,"Chronicle, Vol. 1",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J. C. Fogerty",140329,4617559,"0.99",128,39,"Camille","Bernard","2022-07-14 00:00:00","4, Rue Milton","Paris",NULL,"France","75009","3.96",1,"0.99"
685,"Who'll Stop The Rain",54,"Chronicle, Vol. 1",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J. C. Fogerty",149394,4899579,"0.99",128,39,"Camille","Bernard","2022-07-14 00:00:00","4, Rue Milton","Paris",NULL,"France","75009","3.96",1,"0.99"
689,"Long As I Can See The Light",54,"Chronicle, Vol. 1",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J. C. Fogerty",213237,6924024,"0.99",129,43,"Isabelle","Mercier","2022-07-15 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","5.94",1,"0.99"
